event_id,tiger_id,filename,timestamp,camera_id,latitude,longitude,grid_id,zone,zone_type,habitat,range,station_id,trail_type,previous_camera,distance_from_previous_km,bearing_deg,estimated_travel_time_hr,home_range_id,distance_from_hr_center_km,inside_home_range,distance_to_core_boundary_km,distance_to_buffer_km,distance_to_village_km,nearest_village,distance_to_water_km,nearest_water,prey_density,water_availability,human_disturbance,camera_operational,camera_detection_probability,image_quality,reid_confidence,movement_state,behavioral_state,season,alert_level,ambient_temp_c,lighting_condition,camera_type,nearest_village_dist_km,event_type,anomaly_type,anomaly_confidence
9e2cd0f9-c5e,132,001832.jpg,2022-06-28 03:00:00,CAM-0078,21.536082,79.221711,G002006,buffer,buffer,scrub,Paoni Buffer,CAM-0078,streambed,CAM-0078,0.0,0.0,0.0,HR-132,0.948,True,1.208,4.306,2.9,Paoni,0.698,Paoni Nala,0.593,0.904,0.446,True,0.079,poor,0.28,RESTING,resting,monsoon,CAUTION,18.5,Night (IR Flash),Camera Trap (Wildlife),2.9,observation,normal,0.0
306cb8e4-e5c,246,003449.jpg,2022-06-28 03:00:00,CAM-0111,21.62798,79.12392,G007001,buffer,buffer,scrub,West Buffer,CAM-0111,crossing,CAM-0108,1.755,187.5,0.59,HR-246,0.575,True,0.915,2.655,2.813,Bodhali,1.709,West Buffer Stream,0.866,0.285,0.149,True,0.063,poor,0.26,SLOW,slow_movement,monsoon,CAUTION,21.4,Night (IR Flash),Camera Trap (Wildlife),2.813,observation,normal,0.0
31f489f8-f74,255,001050.jpg,2022-06-28 03:00:00,CAM-0094,21.552153,79.2796,G003009,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0094,ridge,CAM-0095,2.255,94.0,0.75,HR-255,1.644,True,0.083,4.592,5.129,Khandala,6.613,Paoni Nala,0.756,0.191,0.32,True,0.075,partial,0.58,SLOW,slow_movement,monsoon,CAUTION,19.3,Night (IR Flash),CCTV / Solar Camera,5.129,observation,normal,0.0
353da43f-34c,267,004342.jpg,2022-06-28 03:00:00,CAM-0065,21.568745,79.163551,G004003,core_forest,core_forest,teak_forest,Saleghat,CAM-0065,animal_trail,CAM-0109,1.962,99.4,0.65,HR-267,0.571,True,0.3,5.506,1.762,Wadamba,2.918,Saleghat Nala,0.885,0.556,0.276,True,0.147,poor,0.3,RESTING,resting,monsoon,SAFE,21.2,Night (IR Flash),Camera Trap (Wildlife),1.762,observation,normal,0.0
a6ba1fa6-1ce,6,000135.jpg,2022-06-28 06:00:00,CAM-0108,21.643657,79.126133,G008001,buffer,buffer,grassland,West Buffer,CAM-0108,streambed,CAM-0111,1.755,7.5,0.59,HR-6,1.617,True,0.497,2.901,3.911,Bodhali,3.381,West Buffer Stream,0.512,0.756,0.447,True,0.057,occluded,0.39,SLOW,slow_movement,monsoon,CAUTION,25.0,Dawn / Dusk,Camera Trap (Wildlife),3.911,observation,normal,0.0
f54c4535-879,22,003808.jpg,2022-06-28 06:00:00,CAM-0082,21.517311,79.241654,G001007,buffer,buffer,teak_forest,Paoni Buffer,CAM-0082,ridge,CAM-0082,0.0,0.0,0.0,HR-22,1.157,True,3.079,2.398,2.373,Paoni,2.638,Paoni Nala,0.563,0.572,0.465,True,0.182,occluded,0.35,NORMAL,normal_travel,monsoon,CAUTION,24.9,Dawn / Dusk,Camera Trap (Wildlife),2.373,observation,normal,0.0
dd02ce81-4f9,60,001693.jpg,2022-06-28 06:00:00,CAM-0043,21.642541,79.260745,G008008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0043,streambed,CAM-0040,1.767,179.0,0.59,HR-60,3.095,True,10.143,14.328,12.15,Bandara,0.994,Pench River Main,0.932,0.824,0.249,True,0.076,poor,0.29,SLOW,slow_movement,monsoon,SAFE,25.2,Dawn / Dusk,Camera Trap (Wildlife),12.15,observation,normal,0.0
f9de054e-02e,67,004690.jpg,2022-06-28 06:00:00,CAM-0035,21.698035,79.164317,G011003,core_forest,core_forest,mixed_forest,West Pench,CAM-0035,waterhole_approach,CAM-0023,1.919,91.2,0.64,HR-67,1.651,True,3.189,6.856,4.679,Bodalkasa,4.484,Bodalkasa Waterhole,0.755,0.205,0.228,True,0.073,poor,0.28,SLOW,slow_movement,monsoon,SAFE,25.7,Dawn / Dusk,Camera Trap (Wildlife),4.679,observation,normal,0.0
8cdd4a1c-e25,94,001061.jpg,2022-06-28 06:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0056,2.672,138.4,0.89,HR-94,2.928,False,3.741,6.37,4.562,Bandara,0.778,Pench River North,0.971,0.639,0.242,True,0.068,partial,0.54,NORMAL,normal_travel,monsoon,SAFE,25.5,Dawn / Dusk,Camera Trap (Wildlife),4.562,observation,normal,0.0
2930a351-0f2,126,004113.jpg,2022-06-28 06:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0053,0.0,0.0,0.0,HR-126,1.4,True,3.741,6.37,4.562,Bandara,0.778,Pench River North,1.0,0.873,0.18,True,0.224,poor,0.29,RESTING,resting,monsoon,SAFE,28.0,Dawn / Dusk,Camera Trap (Wildlife),4.562,observation,normal,0.0
cd4df878-893,136,003126.jpg,2022-06-28 06:00:00,CAM-0088,21.537241,79.262542,G002008,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0088,crossing,CAM-0095,1.876,164.8,0.63,HR-136,0.675,True,1.335,3.793,4.364,Chargaon,4.455,Paoni Nala,0.523,0.306,0.595,True,0.438,good,0.8,SLOW,slow_movement,monsoon,CAUTION,24.1,Dawn / Dusk,Camera Trap (Wildlife),4.364,observation,normal,0.0
42f37bb8-772,142,003661.jpg,2022-06-28 06:00:00,CAM-0031,21.682028,79.142899,G010002,core_forest,core_forest,teak_forest,West Pench,CAM-0031,crossing,CAM-0031,0.0,0.0,0.0,HR-142,0.967,True,1.071,4.634,3.91,Ghiregaon,6.405,Bodalkasa Waterhole,0.758,0.0,0.201,True,0.486,excellent,0.96,NORMAL,normal_travel,monsoon,SAFE,28.0,Dawn / Dusk,Camera Trap (Wildlife),3.91,observation,normal,0.0
5e2c0d7a-e92,177,003624.jpg,2022-06-28 06:00:00,CAM-0046,21.678507,79.262817,G010008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0046,crossing,CAM-0046,0.0,0.0,0.0,HR-177,0.272,True,7.662,10.329,8.163,Bandara,3.947,Chorbahuli Nala,0.858,0.344,0.249,True,0.302,poor,0.28,SLOW,slow_movement,monsoon,SAFE,24.6,Dawn / Dusk,Camera Trap (Wildlife),8.163,observation,normal,0.0
cd7b04b1-c4d,217,001472.jpg,2022-06-28 06:00:00,CAM-0002,21.622489,79.301077,G007010,core_forest,core_forest,mixed_forest,East Pench,CAM-0002,streambed,CAM-0052,2.43,89.7,0.81,HR-217,1.111,True,6.151,9.945,8.722,Sillari,3.745,Pench River Main,0.824,0.433,0.05,True,0.414,excellent,0.95,NORMAL,normal_travel,monsoon,SAFE,24.9,Dawn / Dusk,Camera Trap (Wildlife),8.722,observation,normal,0.0
c31bd026-5ca,249,002786.jpg,2022-06-28 06:00:00,CAM-0068,21.627219,79.165474,G007003,core_forest,core_forest,mixed_forest,Saleghat,CAM-0068,animal_trail,CAM-0063,1.55,283.0,0.52,HR-249,0.623,True,3.666,7.268,6.996,Bodhali,3.577,Saleghat Nala,0.786,0.441,0.098,True,0.245,partial,0.59,RESTING,resting,monsoon,SAFE,26.0,Dawn / Dusk,Camera Trap (Wildlife),6.996,observation,normal,0.0
31a3ca4a-36b,1,001983.jpg,2022-06-28 09:00:00,CAM-0026,21.661419,79.202975,G009005,core_forest,core_forest,mixed_forest,West Pench,CAM-0026,animal_trail,CAM-0026,0.0,0.0,0.0,HR-1,1.366,True,7.934,11.43,9.781,Bodalkasa,5.175,Chorbahuli Nala,0.824,0.12,0.05,True,0.171,occluded,0.34,RESTING,resting,monsoon,SAFE,25.6,Daylight,Camera Trap (Wildlife),9.781,observation,normal,0.0
aebe982d-c79,42,003276.jpg,2022-06-28 09:00:00,CAM-0087,21.551809,79.319924,G003011,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0087,forest_road,CAM-0087,0.0,0.0,0.0,HR-42,0.92,True,1.802,2.327,2.634,Khapa,10.36,NH-44 Culvert Pool,0.416,0.0,0.444,True,0.236,occluded,0.38,SLOW,slow_movement,monsoon,CAUTION,25.6,Daylight,Camera Trap (Wildlife),2.634,observation,normal,0.0
a5e47854-db5,45,002732.jpg,2022-06-28 09:00:00,CAM-0112,21.604546,79.122395,G006001,buffer,buffer,mixed_forest,West Buffer,CAM-0112,animal_trail,CAM-0108,4.358,185.1,1.45,HR-45,3.412,True,1.342,2.486,2.513,Teliya,1.388,West Buffer Stream,0.692,0.786,0.449,True,0.073,poor,0.29,SLOW,slow_movement,monsoon,CAUTION,26.7,Daylight,Camera Trap (Wildlife),2.513,observation,normal,0.0
4247f910-82b,57,004794.jpg,2022-06-28 09:00:00,CAM-0088,21.537241,79.262542,G002008,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0088,crossing,CAM-0082,3.086,44.2,1.03,HR-57,3.071,True,1.335,3.793,4.364,Chargaon,4.455,Paoni Nala,0.523,0.306,0.595,True,0.09,occluded,0.4,RESTING,resting,monsoon,CAUTION,26.7,Daylight,Camera Trap (Wildlife),4.364,observation,normal,0.0
fc73148a-210,66,002110.jpg,2022-06-28 09:00:00,CAM-0096,21.518405,79.2607,G001008,buffer,buffer,mixed_forest,Nagalwadi Buffer,CAM-0096,ridge,CAM-0090,1.884,268.9,0.63,HR-66,0.744,True,3.345,1.941,2.266,Chargaon,4.385,Paoni Nala,0.502,0.272,0.67,True,0.227,poor,0.27,RESTING,resting,monsoon,CAUTION,25.5,Daylight,Camera Trap (Wildlife),2.266,observation,normal,0.0
e4b87ac1-953,69,000144.jpg,2022-06-28 09:00:00,CAM-0031,21.682028,79.142899,G010002,core_forest,core_forest,teak_forest,West Pench,CAM-0031,crossing,CAM-0031,0.0,0.0,0.0,HR-69,0.632,True,1.071,4.634,3.91,Ghiregaon,6.405,Bodalkasa Waterhole,0.758,0.0,0.201,True,0.445,excellent,0.87,SLOW,slow_movement,monsoon,SAFE,27.7,Daylight,Camera Trap (Wildlife),3.91,observation,normal,0.0
9b0fe1d3-28e,82,003049.jpg,2022-06-28 09:00:00,CAM-0076,21.55047,79.240212,G003007,core_forest,core_forest,bamboo,Paoni Buffer,CAM-0076,streambed,CAM-0079,1.928,350.6,0.64,HR-82,0.857,True,0.591,6.056,4.951,Paoni,3.082,Paoni Nala,0.767,0.446,0.154,True,0.405,excellent,0.96,RESTING,resting,monsoon,SAFE,24.1,Daylight,Camera Trap (Wildlife),4.951,observation,normal,0.0
14e70c86-f53,96,004922.jpg,2022-06-28 09:00:00,CAM-0072,21.572058,79.179391,G004004,core_forest,core_forest,teak_forest,Saleghat,CAM-0072,animal_trail,CAM-0065,1.672,77.3,0.56,HR-96,1.557,True,1.415,7.056,3.146,Wadamba,2.947,Saleghat Nala,0.491,0.226,0.444,True,0.07,partial,0.59,RESTING,resting,monsoon,SAFE,24.2,Daylight,Camera Trap (Wildlife),3.146,observation,normal,0.0
d13e6c80-e92,129,003211.jpg,2022-06-28 09:00:00,CAM-0038,21.623079,79.258551,G007008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0038,streambed,CAM-0103,1.517,344.9,0.51,HR-129,0.632,True,8.095,12.688,12.685,Khapa,1.016,NH-44 Culvert Pool,0.898,0.568,0.249,True,0.12,partial,0.6,RESTING,resting,monsoon,SAFE,24.4,Daylight,Camera Trap (Wildlife),12.685,observation,normal,0.0
14aba208-46e,148,003435.jpg,2022-06-28 09:00:00,CAM-0052,21.622385,79.277484,G007009,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0052,animal_trail,CAM-0103,2.083,48.2,0.69,HR-148,0.432,True,7.311,11.458,11.091,Pipariya,1.539,NH-44 Culvert Pool,0.891,0.736,0.151,True,0.229,partial,0.57,RESTING,resting,monsoon,SAFE,24.7,Daylight,Camera Trap (Wildlife),11.091,observation,normal,0.0
a482606a-72a,154,003080.jpg,2022-06-28 09:00:00,CAM-0040,21.658456,79.260446,G009008,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0040,animal_trail,CAM-0040,0.0,0.0,0.0,HR-154,0.748,True,9.733,12.566,10.383,Bandara,1.841,Chorbahuli Nala,0.869,0.655,0.249,True,0.156,poor,0.32,RESTING,resting,monsoon,SAFE,27.6,Daylight,Camera Trap (Wildlife),10.383,observation,normal,0.0
fb3277f3-3d3,195,004278.jpg,2022-06-28 09:00:00,CAM-0069,21.608057,79.199865,G006005,core_forest,core_forest,teak_forest,Saleghat,CAM-0069,streambed,CAM-0070,1.592,179.7,0.53,HR-195,1.05,True,6.005,11.015,7.486,Wadamba,2.073,Jamni River,0.783,0.348,0.05,True,0.057,partial,0.54,SLOW,slow_movement,monsoon,SAFE,27.0,Daylight,Camera Trap (Wildlife),7.486,observation,normal,0.0
44fd6001-8cd,211,002189.jpg,2022-06-28 09:00:00,CAM-0005,21.64043,79.340563,G008012,core_forest,core_forest,riparian_forest,East Pench,CAM-0005,animal_trail,CAM-0019,1.575,5.9,0.52,HR-211,0.86,True,3.322,6.302,5.559,Sillari,1.521,East Pench Nala,1.0,0.817,0.128,True,0.321,excellent,0.94,SLOW,slow_movement,monsoon,SAFE,24.6,Daylight,Camera Trap (Wildlife),5.559,observation,normal,0.0
7c38b52a-221,220,001981.jpg,2022-06-28 09:00:00,CAM-0122,21.571889,79.257793,G004008,core_forest,core_forest,grassland,NH-44 Corridor,CAM-0122,animal_trail,CAM-0122,0.0,0.0,0.0,HR-220,0.286,True,2.539,7.545,7.896,Paoni,5.797,Jamni River,0.836,0.295,0.084,True,0.063,poor,0.33,RESTING,resting,monsoon,SAFE,27.8,Daylight,Camera Trap (Wildlife),7.896,observation,normal,0.0
8f7d3e31-09a,222,004651.jpg,2022-06-28 09:00:00,CAM-0113,21.587896,79.141935,G005002,buffer,buffer,grassland,West Buffer,CAM-0113,animal_trail,CAM-0066,2.842,223.5,0.95,HR-222,1.458,True,0.105,4.252,3.818,Jamun,2.503,Saleghat Nala,1.0,0.616,0.201,True,0.068,occluded,0.32,RESTING,resting,monsoon,CAUTION,26.8,Daylight,Camera Trap (Wildlife),3.818,observation,normal,0.0
9a75566e-2f6,229,001761.jpg,2022-06-28 09:00:00,CAM-0068,21.627219,79.165474,G007003,core_forest,core_forest,mixed_forest,Saleghat,CAM-0068,animal_trail,CAM-0068,0.0,0.0,0.0,HR-229,0.669,True,3.666,7.268,6.996,Bodhali,3.577,Saleghat Nala,0.786,0.441,0.098,True,0.472,excellent,0.92,RESTING,resting,monsoon,SAFE,24.7,Daylight,Camera Trap (Wildlife),6.996,observation,normal,0.0
53d05997-104,240,002861.jpg,2022-06-28 09:00:00,CAM-0011,21.680818,79.296324,G010010,core_forest,core_forest,mixed_forest,East Pench,CAM-0011,forest_road,CAM-0050,1.695,94.0,0.56,HR-240,0.526,True,5.621,9.253,7.262,Manegaon,2.706,Kulbehra Stream,0.857,0.597,0.073,True,0.145,poor,0.32,SLOW,slow_movement,monsoon,SAFE,24.3,Daylight,Camera Trap (Wildlife),7.262,observation,prey_driven_movement,0.4
93c4c7c3-5c4,246,004809.jpg,2022-06-28 09:00:00,CAM-0108,21.643657,79.126133,G008001,buffer,buffer,grassland,West Buffer,CAM-0108,streambed,CAM-0111,1.755,7.5,0.59,HR-246,1.644,True,0.497,2.901,3.911,Bodhali,3.381,West Buffer Stream,0.866,0.285,0.149,True,0.106,poor,0.31,RESTING,resting,monsoon,CAUTION,24.4,Daylight,Camera Trap (Wildlife),3.911,observation,normal,0.0
386fc8b8-8e7,268,000409.jpg,2022-06-28 09:00:00,CAM-0018,21.623605,79.35515,G007013,core_forest,core_forest,teak_forest,East Pench,CAM-0018,animal_trail,CAM-0019,1.691,100.3,0.56,HR-268,0.315,True,1.368,4.533,3.333,Sillari,3.911,East Pench Nala,0.81,0.345,0.229,True,0.207,poor,0.32,SLOW,slow_movement,monsoon,SAFE,26.5,Daylight,Camera Trap (Wildlife),3.333,observation,normal,0.0
9d0d0057-2ea,273,002479.jpg,2022-06-28 09:00:00,CAM-0113,21.587896,79.141935,G005002,buffer,buffer,grassland,West Buffer,CAM-0113,animal_trail,CAM-0113,0.0,0.0,0.0,HR-273,2.239,True,0.105,4.252,3.818,Jamun,2.503,Saleghat Nala,0.49,0.496,0.474,True,0.059,poor,0.29,SLOW,slow_movement,monsoon,CAUTION,27.1,Daylight,Camera Trap (Wildlife),3.818,observation,normal,0.0
724c29a3-391,0,003107.jpg,2022-06-28 12:00:00,CAM-0066,21.606452,79.160942,G006003,core_forest,core_forest,teak_forest,Saleghat,CAM-0066,animal_trail,CAM-0066,0.0,0.0,0.0,HR-0,0.464,True,2.793,6.759,5.744,Wadamba,1.338,Saleghat Nala,0.922,0.773,0.131,True,0.14,partial,0.6,RESTING,resting,monsoon,SAFE,30.1,Daylight,Camera Trap (Wildlife),5.744,observation,normal,0.0
13b79eb7-554,3,004307.jpg,2022-06-28 12:00:00,CAM-0061,21.733696,79.262554,G013008,core_forest,core_forest,teak_forest,Devalapar,CAM-0061,animal_trail,CAM-0061,0.0,0.0,0.0,HR-3,2.165,True,1.642,4.213,2.049,Bandara,2.56,Devalapar Waterhole,0.919,0.604,0.471,True,0.227,occluded,0.31,RESTING,resting,monsoon,SAFE,28.8,Daylight,Camera Trap (Wildlife),2.049,observation,normal,0.0
7804669c-d21,12,002328.jpg,2022-06-28 12:00:00,CAM-0064,21.591622,79.201925,G005005,core_forest,core_forest,riparian_forest,Saleghat,CAM-0064,streambed,CAM-0064,0.0,0.0,0.0,HR-12,0.247,True,4.476,10.057,6.315,Wadamba,0.364,Jamni River,1.0,0.943,0.12,True,0.065,poor,0.31,RESTING,resting,monsoon,SAFE,31.3,Daylight,Camera Trap (Wildlife),6.315,observation,normal,0.0
914f5e76-ec1,39,001012.jpg,2022-06-28 12:00:00,CAM-0070,21.622399,79.199789,G007005,core_forest,core_forest,teak_forest,Saleghat,CAM-0070,animal_trail,CAM-0037,2.49,255.8,0.83,HR-39,0.617,True,7.363,11.077,8.789,Wadamba,3.636,Jamni River,0.783,0.348,0.05,True,0.371,excellent,0.93,RESTING,resting,monsoon,SAFE,30.2,Daylight,Camera Trap (Wildlife),8.789,observation,normal,0.0
ca168122-87b,51,000614.jpg,2022-06-28 12:00:00,CAM-0015,21.64353,79.358313,G008013,core_forest,core_forest,teak_forest,East Pench,CAM-0015,animal_trail,CAM-0015,0.0,0.0,0.0,HR-51,0.837,True,1.458,4.367,3.799,Pangdi,3.003,East Pench Nala,0.807,0.517,0.203,True,0.099,partial,0.58,RESTING,resting,monsoon,SAFE,28.1,Daylight,Camera Trap (Wildlife),3.799,observation,normal,0.0
87c5fa16-d4d,55,003771.jpg,2022-06-28 12:00:00,CAM-0045,21.660499,79.22207,G009006,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0045,forest_road,CAM-0101,2.495,50.0,0.83,HR-55,1.613,True,9.892,12.563,10.847,Hiwra,3.352,Chorbahuli Nala,0.899,0.505,0.05,True,0.083,partial,0.52,RESTING,resting,monsoon,SAFE,28.9,Daylight,Camera Trap (Wildlife),10.847,observation,normal,0.0
b1cbc6e4-066,139,000886.jpg,2022-06-28 12:00:00,CAM-0055,21.69942,79.218717,G011006,core_forest,core_forest,bamboo,Devalapar,CAM-0055,streambed,CAM-0055,0.0,0.0,0.0,HR-139,0.392,True,5.584,8.269,6.514,Hiwra,2.047,Pench River North,0.836,0.665,0.096,True,0.583,good,0.87,RESTING,resting,monsoon,SAFE,31.7,Daylight,Camera Trap (Wildlife),6.514,observation,normal,0.0
b65d4fc7-65f,201,001740.jpg,2022-06-28 12:00:00,CAM-0056,21.733428,79.222533,G013006,core_forest,core_forest,mixed_forest,Devalapar,CAM-0056,animal_trail,CAM-0056,0.0,0.0,0.0,HR-201,1.421,True,1.799,4.477,2.836,Hiwra,2.9,Pench River North,0.784,0.509,0.244,True,0.294,excellent,0.93,RESTING,resting,monsoon,SAFE,28.6,Daylight,Camera Trap (Wildlife),2.836,observation,normal,0.0
94d21eb5-876,228,002735.jpg,2022-06-28 12:00:00,CAM-0075,21.553358,79.183519,G003004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0075,animal_trail,CAM-0081,1.812,11.9,0.6,HR-228,1.727,True,0.237,5.346,2.943,Wadamba,4.565,Paoni Nala,0.39,0.348,0.471,True,0.05,poor,0.3,RESTING,resting,monsoon,CAUTION,30.4,Daylight,Camera Trap (Wildlife),2.943,observation,normal,0.0
cb24be27-de8,237,004322.jpg,2022-06-28 12:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0059,2.142,271.0,0.71,HR-237,1.436,True,3.741,6.37,4.562,Bandara,0.778,Pench River North,1.0,0.873,0.18,True,0.115,partial,0.57,RESTING,resting,monsoon,SAFE,31.5,Daylight,Camera Trap (Wildlife),4.562,observation,normal,0.0
a9c53b90-a0a,250,005128.jpg,2022-06-28 12:00:00,CAM-0056,21.733428,79.222533,G013006,core_forest,core_forest,mixed_forest,Devalapar,CAM-0056,animal_trail,CAM-0056,0.0,0.0,0.0,HR-250,0.57,True,1.799,4.477,2.836,Hiwra,2.9,Pench River North,0.784,0.509,0.244,True,0.109,poor,0.32,RESTING,resting,monsoon,SAFE,31.3,Daylight,Camera Trap (Wildlife),2.836,observation,normal,0.0
45695117-62f,252,001176.jpg,2022-06-28 12:00:00,CAM-0061,21.733696,79.262554,G013008,core_forest,core_forest,teak_forest,Devalapar,CAM-0061,animal_trail,CAM-0116,2.957,127.6,0.99,HR-252,1.802,True,1.642,4.213,2.049,Bandara,2.56,Devalapar Waterhole,0.971,0.639,0.242,True,0.058,occluded,0.31,RESTING,resting,monsoon,SAFE,31.8,Daylight,Camera Trap (Wildlife),2.049,observation,prey_driven_movement,0.4
2098c6b2-598,253,004691.jpg,2022-06-28 12:00:00,CAM-0025,21.679297,79.184406,G010004,core_forest,core_forest,mixed_forest,West Pench,CAM-0025,streambed,CAM-0030,2.343,5.2,0.78,HR-253,1.534,True,5.686,9.251,7.192,Bodalkasa,6.227,Pench River North,0.735,0.0,0.05,True,0.087,partial,0.57,RESTING,resting,monsoon,SAFE,28.5,Daylight,Camera Trap (Wildlife),7.192,observation,normal,0.0
89557755-a1b,267,004768.jpg,2022-06-28 12:00:00,CAM-0109,21.571644,79.144756,G004002,buffer,buffer,teak_forest,West Buffer,CAM-0109,animal_trail,CAM-0065,1.962,279.4,0.65,HR-267,1.641,True,0.845,4.131,2.128,Wadamba,3.327,Saleghat Nala,0.885,0.556,0.276,True,0.142,occluded,0.33,RESTING,resting,monsoon,CAUTION,29.2,Daylight,Camera Trap (Wildlife),2.128,observation,normal,0.0
172cb8ea-ae7,28,000562.jpg,2022-06-28 15:00:00,CAM-0049,21.67811,79.223583,G010006,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0049,forest_road,CAM-0045,1.961,4.6,0.65,HR-28,1.216,True,7.933,10.602,8.912,Hiwra,3.73,Pench River North,0.798,0.422,0.05,True,0.069,partial,0.59,SLOW,slow_movement,monsoon,SAFE,30.0,Daylight,Camera Trap (Wildlife),8.912,observation,normal,0.0
9d011c0b-933,30,001813.jpg,2022-06-28 15:00:00,CAM-0090,21.518734,79.278986,G001009,buffer,buffer,mixed_forest,Nagalwadi Buffer,CAM-0090,forest_road,CAM-0090,0.0,0.0,0.0,HR-30,0.463,True,3.708,1.194,2.369,Rawanwadi,6.203,Paoni Nala,0.395,0.0,0.569,True,0.199,partial,0.52,RESTING,resting,monsoon,CAUTION,30.9,Daylight,CCTV / Solar Camera,2.369,observation,normal,0.0
5f0d8f84-51a,43,002998.jpg,2022-06-28 15:00:00,CAM-0037,21.627916,79.223226,G007006,core_forest,core_forest,grassland,Chorbahuli,CAM-0037,streambed,CAM-0047,1.601,291.0,0.53,HR-43,0.399,True,8.942,13.678,10.719,Wadamba,3.347,Chorbahuli Nala,0.925,0.384,0.05,True,0.2,partial,0.51,SLOW,slow_movement,monsoon,SAFE,29.1,Daylight,Camera Trap (Wildlife),10.719,observation,normal,0.0
0b013852-9e5,67,001519.jpg,2022-06-28 15:00:00,CAM-0023,21.698385,79.14569,G011002,core_forest,core_forest,mixed_forest,West Pench,CAM-0023,forest_road,CAM-0035,1.919,271.2,0.64,HR-67,0.415,True,1.19,4.792,3.414,Pitesur,4.576,Bodalkasa Waterhole,0.755,0.205,0.228,True,0.216,poor,0.32,RESTING,resting,monsoon,SAFE,30.7,Daylight,Camera Trap (Wildlife),3.414,observation,normal,0.0
45753659-a2e,72,001541.jpg,2022-06-28 15:00:00,CAM-0030,21.658278,79.182343,G009004,core_forest,core_forest,teak_forest,West Pench,CAM-0030,animal_trail,CAM-0030,0.0,0.0,0.0,HR-72,1.202,True,5.69,9.14,8.323,Ghiregaon,7.123,Chorbahuli Nala,0.735,0.0,0.05,True,0.117,partial,0.53,RESTING,resting,monsoon,SAFE,31.8,Daylight,Camera Trap (Wildlife),8.323,observation,normal,0.0
cc249a8d-163,81,002093.jpg,2022-06-28 15:00:00,CAM-0014,21.608399,79.358705,G006013,core_forest,core_forest,teak_forest,East Pench,CAM-0014,streambed,CAM-0014,0.0,0.0,0.0,HR-81,0.657,True,0.423,3.524,2.738,Sillari,5.483,East Pench Nala,0.722,0.08,0.24,True,0.197,partial,0.56,RESTING,resting,monsoon,SAFE,31.1,Daylight,Camera Trap (Wildlife),2.738,observation,normal,0.0
457047e7-124,97,004382.jpg,2022-06-28 15:00:00,CAM-0119,21.753599,79.261957,G014008,buffer,buffer,teak_forest,North Buffer,CAM-0119,forest_road,CAM-0119,0.0,0.0,0.0,HR-97,1.389,True,0.564,2.011,0.269,Bandara,4.519,Devalapar Waterhole,0.468,0.317,0.508,True,0.07,partial,0.53,RESTING,resting,monsoon,CAUTION,29.9,Daylight,CCTV / Solar Camera,0.269,observation,normal,0.0
e2293022-ee3,154,001511.jpg,2022-06-28 15:00:00,CAM-0039,21.65985,79.243359,G009007,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0039,ridge,CAM-0040,1.767,275.0,0.59,HR-154,1.022,True,9.897,12.511,10.371,Bandara,1.785,Chorbahuli Nala,0.869,0.655,0.249,True,0.086,occluded,0.39,RESTING,resting,monsoon,SAFE,29.3,Daylight,Camera Trap (Wildlife),10.371,observation,normal,0.0
2dbf41e1-f50,160,002238.jpg,2022-06-28 15:00:00,CAM-0030,21.658278,79.182343,G009004,core_forest,core_forest,teak_forest,West Pench,CAM-0030,animal_trail,CAM-0030,0.0,0.0,0.0,HR-160,0.593,True,5.69,9.14,8.323,Ghiregaon,7.123,Chorbahuli Nala,0.924,0.061,0.05,True,0.084,occluded,0.39,RESTING,resting,monsoon,SAFE,29.5,Daylight,Camera Trap (Wildlife),8.323,observation,normal,0.0
81d16436-c1f,172,003261.jpg,2022-06-28 15:00:00,CAM-0049,21.67811,79.223583,G010006,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0049,forest_road,CAM-0055,2.418,168.0,0.81,HR-172,2.19,True,7.933,10.602,8.912,Hiwra,3.73,Pench River North,0.846,0.383,0.05,True,0.079,partial,0.52,RESTING,resting,monsoon,SAFE,31.1,Daylight,Camera Trap (Wildlife),8.912,observation,normal,0.0
